Id,00001
Description,Imported PO on 2024 August 28 60105249
Supplier Invoice Number,12345678
Vendor Name,AGLC
Payment Due Date,1/01/1970 7:00:00 AM
Date Expected,1/01/1970 7:00:00 AM
Subtotal,50000.00
Shipping,500.00
Recycle Fee,0.50
Deposit Amount,10.00
GST,2000.00
Total,52510.50


Sku,Name,PackageReference,Category,Subcategory,OrderedQty,CurrentQty,UnitCost,Total
290855,WES Pineapple Smash Shatter Hybrid 1 g - Western Cannabis,,Concentrates,Shatter,6.000,0,21.00,126.00
291331,ADL Pineapple OG Shatter Indica 1 g - Endgame,,Concentrates,Shatter,12.000,0,21.00,252.00
291653,SSC Frooty Hash Taster Pack 3 x 0.7 g Sativa 2.1 g - Frootyhooty,,Concentrates,Hash & Kief,12.000,0,19.59,235.08
291293,TIL Pineapple Express Badder Hybrid 1 g - Good Supply,,Concentrates,Resin,6.000,0,25.90,155.40
700696,SSC Gummy Hash Hybrid 2 g - Astrolab,,Concentrates,Hash & Kief,12.000,0,20.03,240.36
291491,CPY Smokehouse Hash Hybrid 2 g - 7Acres,,Concentrates,Hash & Kief,12.000,0,20.29,243.48
291871,SSC Pineapple Coconut Escape Liquid Diamond Dabber Blend 1 g - Lamplighter,,Concentrates,Diamonds,12.000,0,23.45,281.40
291857,FRE Brain Fruit Live Rosin Sativa 1 g - The Goo!,,Concentrates,Rosin,6.000,0,30.10,180.60
291118,VOY Zombie Kush Cured Resin Jumbo Jar Indica 1.2 g - Pura Vida,,Concentrates,Resin,12.000,0,24.49,293.88
291111,VOY Cheeky Cherry NSFW Liquid Dispenser Sativa 1 g - Adults Only,,Concentrates,Diamonds,12.000,0,25.87,310.44
291918,CM Melon Haze Live Resin & Diamond Infused PR 5 x 0.5 g Hybrid 2.5 g - Zest,,Pre-Rolls,Infused Pre-Rolls,12.000,0,25.92,311.04
291947,CM Kush Berry Diamond & Shatter Infused PR 5 x 0.5 g Hybrid 2.5 g - Zest,,Pre-Rolls,Infused Pre-Rolls,12.000,0,25.92,311.04
291876,AUR Mango Infused PR 3 x 0.5 g Indica 1.5 g - Tasty's,,Pre-Rolls,Infused Pre-Rolls,12.000,0,20.98,251.76
291284,CRO Fully Charged Strawberry Slurricane Infused PR 5 x 0.5 g Indica 2.5 g - Spinach,,Pre-Rolls,Infused Pre-Rolls,12.000,0,22.15,265.80
291628,PEA Fully Charged Rocket Icicle Infused PR 1 x 0.7 g Sativa 0.7 g - Spinach,,Pre-Rolls,Infused Pre-Rolls,24.000,0,6.58,157.92
291629,PEA Fully Charged Pink Lemonade Infused PR 1 x 0.7 g Sativa 0.7 g - Spinach,,Pre-Rolls,Infused Pre-Rolls,12.000,0,6.58,78.96
291591,CRO Fully Charged Party Pack Infused PR 3 x 0.5 g Hybrid 1.5 g - Spinach,,Pre-Rolls,Infused Pre-Rolls,36.000,0,14.02,504.72
291724,ORG Blue Razzberry Ice Heavies Infused PR 3 x 0.5 g Hybrid 1.5 g - Shred X,,Pre-Rolls,Infused Pre-Rolls,24.000,0,16.18,388.32
291811,CRO Hash Fusions Sour Blueberry x Sour Blueberry Infused PR 1 x 1 g Indica 1 g - Lord Jones,,Pre-Rolls,Infused Pre-Rolls,12.000,0,12.73,152.76
291848,SG Tropical Burst 60's+ DBL Infused PR 3 x 0.5 g Hybrid 1.5 g - Dab Bods,,Pre-Rolls,Infused Pre-Rolls,12.000,0,25.23,302.76
201287,OLL Cullinan Diamond Infused PR 1 x 2 g Indica 2 g - El Blunto,,Pre-Rolls,Infused Blunts,12.000,0,23.32,279.84
291487,SSC Wild Watermelon Coconut Amplified Infused PR 3 x 0.5 g Indica 1.5 g - Frootyhooty,,Pre-Rolls,Infused Pre-Rolls,12.000,0,17.49,209.88
291568,DEC High Key Kiwi Infused PR 5 x 0.5 g Indica 2.5 g - General Admission,,Pre-Rolls,Infused Pre-Rolls,24.000,0,26.25,630.00
290609,DEC Tiger Blood Infused PR 3 x 0.5 g Indica 1.5 g - General Admission,,Pre-Rolls,Infused Pre-Rolls,24.000,0,18.55,445.20
291800,SSC Lychee Bubble Tea Infused PR 3 x 0.5 g Hybrid 1.5 g - Infuzed by Lamplighter,,Pre-Rolls,Infused Pre-Rolls,12.000,0,17.48,209.76
291892,UTS Blue Tongue Bubblegum Infused PR 3 x 0.5 g Hybrid 1.5 g - Kazoo,,Pre-Rolls,Infused Pre-Rolls,12.000,0,16.25,195.00
291946,ETB Sweet Chili Glaze Pocket Rockets Infused PR 5 x 0.5 g Hybrid 2.5 g - Dime Bag,,Pre-Rolls,Infused Pre-Rolls,12.000,0,20.83,249.96
291526,MOT Smoking Power Infused PR 3 x 0.5 g Hybrid 1.5 g - BoxHot,,Pre-Rolls,Infused Blunts,12.000,0,13.29,159.48
291784,TGOD Blue Dragon Terp Infused PR 3 x 0.5 g Sativa 1.5 g - BZAM,,Pre-Rolls,Infused Pre-Rolls,12.000,0,11.89,142.68
291832,SG Hawaiian Plushers Dbl Infused PR 3 x 0.5 g Hybrid 1.5 g - Dab Bods,,Pre-Rolls,Infused Pre-Rolls,12.000,0,25.23,302.76
105290,FRE The Drifter PR 3 x 0.5 g Sativa 1.5 g - Freedom Cannabis,,Pre-Rolls,Joints,24.000,0,6.36,152.64
109675,CIG Jungle Fumes PR 10 x 0.35 g Sativa 3.5 g - Figr,,Pre-Rolls,Joints,12.000,0,16.79,201.48
106657,OLL El Bluntito Viva PR 1 x 0.75 g Sativa 0.75 g - El Blunto,,Pre-Rolls,Blunts,12.000,0,9.81,117.72
104143,EMB Pineapple Nuken PR 12 x 0.35 g Hybrid 4.2 g - Divvy,,Pre-Rolls,Joints,12.000,0,18.20,218.40
105318,MER Ethos Glue PR 10 x 0.5 g Hybrid 5 g - Countryside Cannabis,,Pre-Rolls,Joints,24.000,0,20.99,503.76
110262,ETB Pedro's Prima PR 10 x 0.35 g Sativa 3.5 g - Color Cannabis,,Pre-Rolls,Joints,12.000,0,14.58,174.96
107231,TIL Fruitsplosion PR 10 x 0.4 g Sativa 4 g - Canaca,,Pre-Rolls,Straight Roll Joints,12.000,0,12.59,151.08
109458,TIL Berries & Cream PR 10 x 0.4 g Indica 4 g - Canaca Darts,,Pre-Rolls,Straight Roll Joints,12.000,0,12.59,151.08
109984,BLD Root Beer Float PR 7 x 0.5 g Indica 3.5 g - Bold,,Pre-Rolls,Joints,12.000,0,26.61,319.32
104715,AUG Mandarin Cookies PR 10 x 0.35 g Sativa 3.5 g - Back Forty,,Pre-Rolls,Straight Roll Joints,24.000,0,14.83,355.92
109691,SES Orange Rntz PR 10 x 0.35 g Hybrid 3.5 g - 1Spliff Slimz,,Pre-Rolls,Straight Roll Joints,24.000,0,13.25,318.00
108956,SES Grape Escape PR 7 x 0.5 g Hybrid 3.5 g - 1Spliff,,Pre-Rolls,Joints,12.000,0,15.37,184.44
105192,RUB Organic Comatose PR 5 x 0.7 g Indica 3.5 g - 1964,,Pre-Rolls,Joints,24.000,0,23.09,554.16
106920,FRE Reserve Sativa Sunrise PR 3 x 0.5 g Sativa 1.5 g - Freedom Cannabis,,Pre-Rolls,Joints,24.000,0,8.22,197.28
105115,GB Mango Cake PR 2 x 0.5 g Sativa 1 g - Good Buds,,Pre-Rolls,Joints,24.000,0,6.97,167.28
107253,TIL Jean Guy PR 14 x 0.5 g Sativa 7 g - Good Supply,,Pre-Rolls,Joints,6.000,0,27.99,167.94
109598,CPY Gorilla Berry PR 10 x 0.35 g Indica 3.5 g - Tweed,,Pre-Rolls,Joints,12.000,0,15.04,180.48
101004,CPY Sativa PR 1 x 1 g Sativa 1 g - Twd.,,Pre-Rolls,Joints,48.000,0,4.01,192.48
108422,WIL Maui Wowie PR 2 x 1 g Sativa 2 g - Piff,,Pre-Rolls,Joints,12.000,0,6.36,76.32
103133,PUR Pink Kush PR 10 x 0.3 g Indica 3 g - Pure Sunfarms,,Pre-Rolls,Joints,24.000,0,13.94,334.56
109635,TIL Redees Hemp'd Khalifuel PR 10 x 0.4 g Indica 4 g - Redecan,,Pre-Rolls,Straight Roll Joints,12.000,0,14.69,176.28
110364,TIL Space Age Cake Redees Hemp'd PR 10 x 0.4 g Indica 4 g - Redecan,,Pre-Rolls,Straight Roll Joints,12.000,0,14.69,176.28
108228,ORG Gnarberry Dartz PR 10 x 0.40 g Hybrid 4 g - Shred,,Pre-Rolls,Straight Roll Joints,24.000,0,13.25,318.00
107481,BGN Crab Cakes PR 3 x 0.5 g Sativa 1.5 g - Skosha,,Pre-Rolls,Joints,12.000,0,9.54,114.48
110021,TIL Inzane In The Membrane PR 14 x 0.5 g Sativa 7 g - Good Supply,,Pre-Rolls,Joints,6.000,0,27.99,167.94
107180,PUR Pineapple God PR 1 x 1 g Indica 1 g - Soar,,Pre-Rolls,Joints,24.000,0,7.00,168.00
106493,SPC Starship PR 1 x 1 g Sativa 1 g - Space Race,,Pre-Rolls,Joints,12.000,0,5.38,64.56
105090,CRO GMO Cookies PR 10 x 0.35 g Indica 3.5 g - Spinach,,Pre-Rolls,Joints,12.000,0,14.84,178.08
104980,SEN Pink Kush PR 1 x 0.5 g Indica 0.5 g - Station House,,Pre-Rolls,Joints,24.000,0,3.28,78.72
109459,PUR Hoagies PR 2 x 1 g Sativa 2 g - Super Toast,,Pre-Rolls,Joints,24.000,0,8.40,201.60
104078,CCC Guava Biscotti Blunt PR 3 x 0.5 g Hybrid 1.5 g - The Loud Plug,,Pre-Rolls,Blunts,12.000,0,13.89,166.68
110240,TRU Tres Dawg x I-95 PR 1 x 0.5 g Indica 0.5 g - Truro,,Pre-Rolls,Joints,24.000,0,3.84,92.16
108169,SPC Stargirl PR 1 x 1.0 g Indica 1 g - Space Race,,Pre-Rolls,Joints,36.000,0,5.38,193.68
108672,SVF Arctic Heat Muscle Cream Hybrid 120 g - Rebound,,Topicals,Topicals,12.000,0,34.98,419.76
800088,CPY Raspberry Iced Tea Sativa 355 ml - Tweed,,Beverages,Beverages,12.000,0,3.87,46.44
800373,VAL Strawberry Pineapple Tropical 3:1 Hybrid 355 ml - Vacay,,Beverages,Beverages,12.000,0,3.89,46.68
800540,VAL Pink Vanilla Cream Hybrid 355 ml - Palmetto,,Beverages,Beverages,12.000,0,4.19,50.28
800275,TRS Root Beer Hybrid 355 ml - XMG,,Beverages,Beverages,12.000,0,4.35,52.20
800538,VAL Mr. Spice Hybrid 355 ml - Versus,,Beverages,Beverages,12.000,0,4.78,57.36
109032,ETB Blueberry Seagal Indica 7 g - Color Cannabis,,Flower,Whole Flower,12.000,0,21.19,254.28
106139,CRO Frosted Cream Puffs Hybrid 3.5 g - Spinach,,Flower,Whole Flower,12.000,0,14.33,171.96
110107,RUB BC Organic Fruit Loopz Sativa 3.5 g - Simply Bare,,Flower,Whole Flower,6.000,0,27.98,167.88
107463,AUR Moon Berry Hybrid 3.5 g - San Rafael '71,,Flower,Whole Flower,12.000,0,14.68,176.16
109353,AUR Black Jelly Sativa 3.5 g - San Rafael '71,,Flower,Whole Flower,12.000,0,16.08,192.96
110573,WGBC Grandi Guava Sativa 3.5 g - Qwest,,Flower,Whole Flower,12.000,0,17.49,209.88
104955,TIL Sweet Berry Kush Indica 3.5 g - Good Supply,,Flower,Whole Flower,12.000,0,13.35,160.20
107292,VAL BC Purple Kush Indica 28 g - Versus,,Flower,Whole Flower,6.000,0,61.64,369.84
109508,CCC Republic Reserve 25% Indica 28 g - The Republic,,Flower,Whole Flower,6.000,0,69.96,419.76
107539,PUR Top Crop Indica 28 g - The Original Fraser Valley Weed Co.,,Flower,Whole Flower,6.000,0,63.00,378.00
110382,CCC LA Pop Star Hybrid 28 g - The Loud Plug,,Flower,Whole Flower,6.000,0,105.05,630.30
109882,BRV Black Diamond Indica 28 g - Tantalus,,Flower,Whole Flower,4.000,0,89.03,356.12
101963,PUR Pink Kush Indica 28 g - Pure Sunfarms,,Flower,Whole Flower,6.000,0,88.79,532.74
106023,CPY Fast Lane Sativa 28 g - Hiway,,Flower,Whole Flower,6.000,0,63.00,378.00
110131,EMB Blueberry Indica 28 g - Divvy,,Flower,Whole Flower,4.000,0,52.47,209.88
103274,AUG Wedding Pie Indica 28 g - Back Forty,,Flower,Whole Flower,6.000,0,76.99,461.94
104704,AUG Mandarin Cookies Sativa 28 g - Back Forty,,Flower,Whole Flower,6.000,0,76.99,461.94
103696,GB BC Organic Gluerangutan Hybrid 7 g - Good Buds,,Flower,Whole Flower,12.000,0,22.98,275.76
108875,VAL BC Purple Kush Indica 7 g - Versus,,Flower,Whole Flower,12.000,0,21.70,260.40
108433,PUR Citrus Abduction Sativa 7 g - Super Toast,,Flower,Milled Flower,12.000,0,20.99,251.88
102007,ORG Gnarberry Hybrid 7 g - Shred,,Flower,Milled Flower,12.000,0,22.74,272.88
109018,ADL The Za Indica 7 g - Endgame,,Flower,Whole Flower,6.000,0,28.01,168.06
109684,SES MAC 2 Hybrid 14 g - Cali,,Flower,Whole Flower,4.000,0,58.30,233.20
110352,TIL Purple Churro Sativa 14 g - Redecan,,Flower,Whole Flower,6.000,0,48.99,293.94
108031,HEX Animal Rntz Indica 14 g - Redecan,,Flower,Whole Flower,6.000,0,48.99,293.94
109914,AUR Black Jelly Sativa 14 g - San Rafael '71,,Flower,Whole Flower,6.000,0,52.46,314.76
105952,SPC Alternate Reality Sativa 14 g - Space Race,,Flower,Whole Flower,6.000,0,57.39,344.34
108639,CPY Chemsicle Sativa 14 g - Tweed,,Flower,Whole Flower,6.000,0,48.99,293.94
109384,AUG Liquid Imagination Hybrid 28 g - Back Forty,,Flower,Whole Flower,6.000,0,76.99,461.94
105787,AUG Sweet Notes Indica 14 g - Parcel,,Flower,Whole Flower,6.000,0,34.94,209.64
108163,DSK Cosmic Clusters Hybrid 7 g - Nebulous,,Flower,Whole Flower,12.000,0,22.25,267.00
